1,8,?,?,0.
2,8,7,?,0.
3,8,7,124,0.
4,8,7,?,0.
5,8,7,?,0.
6,8,7,?,0.
7,8,7,?,0.
8,8,7,?,0.
9,8,7,?,0.
10,8,7,?,0.
11,8,7,?,0.
12,8,7,?,0.
13,8,7,?,0.
14,8,?,?,0.
15,8,?,?,0.
16,8,?,?,0.
17,8,?,?,0.
18,8,?,?,0.
19,8,?,?,0.
20,8,?,?,0.
21,8,?,?,0.
22,8,0,?,0.
23,8,0,2738,0.
24,8,0,?,0.
25,8,0,?,0.
26,8,0,?,0.
27,8,0,?,0.
28,8,0,?,0.
29,8,0,?,0.
30,8,0,?,0.
31,8,0,?,0.
32,8,0,?,0.
33,8,0,?,0.
34,8,0,?,0.
35,8,?,?,0.
36,8,?,?,0.
37,8,?,?,0.
38,8,?,?,0.
39,8,?,?,0.
40,8,?,?,0.
41,8,?,?,0.
42,8,?,?,0.
43,8,?,?,0.
44,6,?,?,0.
45,6,0,?,0.
46,6,0,522,0.
47,6,0,?,0.
48,6,0,?,0.
49,6,0,?,0.
50,6,0,?,0.
51,6,0,?,0.
52,6,0,?,0.
53,6,0,?,0.
54,6,0,?,0.
55,6,0,?,0.
56,6,0,?,0.
57,6,0,?,0.
58,6,0,?,0.
59,6,0,?,0.
60,6,0,?,0.
61,6,0,?,0.
62,6,?,?,0.
63,6,?,?,0.
64,6,?,?,0.
65,6,?,?,0.
66,6,?,?,0.
67,6,?,?,0.
68,6,?,?,0.
69,6,?,?,0.
70,6,?,?,0.
71,6,?,?,0.
72,6,?,?,0.
73,6,?,?,0.
74,6,?,?,0.
75,3,?,?,0.
76,3,1,?,0.
77,3,1,331,0.
78,3,1,?,0.
79,3,1,?,0.
80,3,1,?,0.
81,3,1,?,0.
82,3,1,?,0.
83,3,1,?,0.
84,3,1,?,0.
85,3,1,?,0.
86,3,1,?,0.
87,3,1,?,0.
88,3,1,?,0.
89,3,1,?,0.
90,3,?,?,0.
91,3,?,?,0.
92,3,?,?,0.
93,3,?,?,0.
94,3,?,?,0.
95,3,?,?,0.
96,3,?,?,0.
97,3,?,?,0.
98,3,?,?,0.
99,3,?,?,0.
100,5,?,?,1.
101,5,8,?,1.
102,5,8,428,1.
103,5,8,?,1.
104,5,8,?,1.
105,5,8,?,1.
106,5,8,?,1.
107,5,8,?,1.
108,5,8,?,1.
109,5,8,?,1.
110,5,8,?,1.
111,5,8,?,1.
112,5,8,?,1.
113,5,8,?,1.
114,5,?,?,1.
115,5,?,?,1.
116,5,?,?,1.
117,5,?,?,1.
118,5,?,?,1.
119,5,?,?,1.
120,5,?,?,1.
121,5,?,?,1.
122,5,?,?,1.
123,0,?,?,1.
124,0,8,?,1.
125,0,8,883,1.
126,0,8,?,1.
127,0,8,?,1.
128,0,8,?,1.
129,0,8,?,1.
130,0,8,?,1.
131,0,8,?,1.
132,0,8,?,1.
133,0,?,?,1.
134,0,?,?,1.
135,0,?,?,1.
136,0,?,?,1.
137,0,?,?,1.
138,0,0,?,1.
139,0,0,153,1.
140,0,0,?,1.
141,0,0,?,1.
142,0,0,?,1.
143,0,0,?,1.
144,0,0,?,1.
145,0,0,?,1.
146,0,0,?,1.
147,0,0,?,1.
148,0,0,?,1.
149,0,0,?,1.
150,0,?,?,1.
151,0,?,?,1.
152,0,?,?,1.
153,0,?,?,1.
154,0,?,?,1.
155,0,?,?,1.
156,0,?,?,1.
157,0,?,?,1.
158,9,?,?,1.
159,9,8,?,1.
160,9,8,483,1.
161,9,8,?,1.
162,9,8,?,1.
163,9,8,?,1.
164,9,8,?,1.
165,9,8,?,1.
166,9,8,?,1.
167,9,8,?,1.
168,9,8,?,1.
169,9,8,?,1.
170,9,8,?,1.
171,9,8,?,1.
172,9,8,?,1.
173,9,8,?,1.
174,9,8,?,1.
175,9,8,?,1.
176,9,8,?,1.
177,9,8,?,1.
178,9,?,?,1.
179,9,?,?,1.
180,9,?,?,1.
181,9,?,?,1.
182,9,?,?,1.
183,9,?,?,1.
184,9,?,?,1.
185,9,?,?,1.
186,9,?,?,1.
187,9,?,?,1.
188,9,?,?,1.
189,9,?,?,1.
190,9,?,?,1.
191,9,?,?,1.
192,9,?,?,1.
193,6,6,?,0.
194,6,6,2201,0.
195,6,6,?,0.
196,6,6,?,0.
197,6,6,?,0.
198,6,6,?,0.
199,6,6,?,0.
200,6,6,?,0.
201,6,6,?,0.
202,6,?,?,0.
203,6,?,?,0.
204,6,?,?,0.
205,6,?,?,0.
206,6,?,?,0.
207,6,1,?,0.
208,6,1,1154,0.
209,6,1,?,0.
210,6,1,?,0.
211,6,1,?,0.
212,6,1,?,0.
213,6,1,?,0.
214,6,1,?,0.
215,6,1,?,0.
216,6,1,?,0.
217,6,1,?,0.
218,6,1,?,0.
219,6,1,?,0.
220,6,1,?,0.
221,6,1,?,0.
222,6,1,?,0.
223,6,1,?,0.
224,6,1,?,0.
225,6,1,?,0.
226,6,?,?,0.
227,6,?,?,0.
228,6,?,?,0.
229,6,?,?,0.
230,6,?,?,0.
231,6,?,?,0.
232,6,?,?,0.
233,6,?,?,0.
234,6,?,?,0.
235,6,?,?,0.
236,6,?,?,0.
237,6,?,?,0.
238,6,?,?,0.
239,6,?,?,0.
240,6,?,?,0.
241,9,2,?,1.
242,9,2,1867,1.
243,9,2,?,1.
244,9,2,?,1.
245,9,2,?,1.
246,9,2,?,1.
247,9,2,?,1.
